Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Lao PDR,Asia,2003,256.0445,3.43,21.4,0.15,5.58,4.1,60.5,54.0,3.6735222381635584,6.967909201801884,1.25,163.5,True
Chile,South America,2009,96.76,7.67,27.3,0.17,16.89,9.9,78.6,92.75,11.383529411764707,9.32375833901174,0.8500000000000001,16.3,True
Albania,Rest of Europe,2008,82.1105,5.56,25.9,0.03,2.95,9.2,75.9,98.75,5.437781456953642,8.101374671228582,1.6,29.9,True
"Venezuela, RB",South America,2000,160.565,8.09,26.2,0.4,24.19,6.4,72.1,74.0,8.276546391752579,8.48528964240323,1.75,40.0,True
Turkiye,Middle East,2005,128.5785,1.39,27.1,0.08,67.9,6.0,72.4,82.5,5.590369565217391,8.954156966583772,4.95,48.2,True
United Kingdom,Rest of Europe,2004,80.819,11.58,26.6,0.08,59.99,12.1,78.7,89.5,13.035322580645161,10.653440306917526,0.6,11.3,False
Kuwait,Middle East,2013,60.4675,0.0,29.3,0.13,3.53,6.7,74.9,99.0,6.794101123595506,10.377763293304536,3.3499999999999996,17.1,True
Kenya,Africa,2002,488.1705,1.67,22.2,4.06,33.75,5.5,51.6,69.75,8.640185840707964,7.0326242610280065,8.9,145.3,True
China,Asia,2001,109.9355,2.81,22.5,0.1,1271.85,6.5,71.7,81.5,3.817204861111111,7.766840537085513,5.35,61.900000000000006,True
Singapore,Asia,2001,76.5795,2.08,23.5,0.15,4.14,9.2,78.3,95.5,20.1525,10.42225158360364,2.05,6.4,True
Mozambique,Africa,2011,375.404,0.89,22.4,3.5,24.19,3.2,53.0,73.25,5.378280802292264,6.220590170099739,3.6500000000000004,169.3,True
Peru,South America,2011,130.5225,5.22,26.1,0.13,29.26,9.1,74.7,85.75,8.366826923076923,8.60557030203365,1.1,33.4,True
Chad,Africa,2008,393.0275,0.64,21.5,0.77,11.18,1.8,49.8,32.5,4.440988700564971,6.484635235635252,9.75,243.2,True
Fiji,Oceania,2011,194.092,2.31,27.3,0.1,0.86,9.8,66.8,97.75,9.242476190476191,8.439880088313567,3.85,43.6,True
Chile,South America,2004,102.465,6.32,26.9,0.14,16.01,9.6,77.4,94.25,11.512921348314606,9.184919994629272,0.95,17.200000000000003,True
Solomon Islands,Oceania,2011,163.8705,1.03,25.9,0.17,0.54,5.2,71.0,90.0,7.250907079646017,7.694392802629421,1.2,47.2,True
Equatorial Guinea,Africa,2000,333.2235,6.7,22.6,3.27,0.61,5.4,53.3,46.25,3.082548566142461,8.40178233990491,1.65,262.79999999999995,True
Panama,Central America and Caribbean,2005,124.8655,4.9,26.1,0.4,3.33,9.0,75.9,90.25,6.091,8.96392819372262,2.1,42.4,True
St. Lucia,Central America and Caribbean,2002,172.154,13.15,27.2,0.4,0.16,7.2,73.6,84.25,10.370722891566263,9.093469420244768,4.45,33.8,True
Tanzania,Africa,2007,360.726,6.89,22.6,2.99,40.68,4.9,55.9,79.5,6.692504638218924,6.61472560020376,7.45,136.7,True
Guatemala,Central America and Caribbean,2009,181.3355,2.03,25.9,0.09,14.0,4.6,71.1,89.75,5.906693811074919,8.18060094759445,1.3,66.0,True
United Arab Emirates,Middle East,2012,71.693,1.78,28.1,0.13,9.14,10.2,76.7,96.0,8.961625,10.434056978338715,5.05,15.2,True
Chad,Africa,2003,410.124,0.46,21.2,1.11,9.37,1.4,48.1,37.5,4.258816199376947,6.144185634125646,1.85,269.1,True
South Africa,Africa,2000,434.1365,7.7,26.1,12.36,44.97,8.8,56.0,69.75,8.914507186858316,8.503297086224126,17.700000000000003,119.2,True
Suriname,South America,2001,211.342,4.41,25.5,0.99,0.48,7.7,67.9,58.25,7.65731884057971,8.762176509334903,3.55,56.7,True
Fiji,Oceania,2010,196.8,2.42,27.2,0.09,0.86,9.6,66.7,97.75,9.371428571428572,8.417372856134026,3.85,43.6,True
Maldives,Asia,2006,86.81,1.41,24.0,0.17,0.33,3.6,74.1,92.5,4.960571428571429,9.000976444070345,14.4,35.8,True
Afghanistan,Asia,2009,254.9705,0.01,22.6,0.02,28.39,3.1,60.5,53.25,3.7661816838995565,6.161207321695077,18.65,158.4,True
Israel,Middle East,2001,76.0075,2.83,26.2,0.08,6.44,12.1,79.4,94.5,11.876171874999999,10.243809512312088,1.1,12.0,False
Senegal,Africa,2008,223.3005,0.36,22.7,0.26,12.0,2.4,62.9,74.0,4.740987261146497,7.042286171939743,1.75,120.4,True
Iraq,Middle East,2014,164.663,0.15,28.5,0.13,34.41,6.6,69.7,67.25,6.213698113207547,8.44009614103127,5.199999999999999,56.2,True
Algeria,Africa,2002,131.915,0.36,24.4,0.01,31.86,6.3,71.6,86.5,3.9495508982035927,8.101374671228582,6.25,70.19999999999999,True
Philippines,Asia,2000,215.3515,4.72,22.2,0.01,77.99,7.6,68.8,54.25,7.250892255892255,7.513163545234075,5.3,66.4,True
Iraq,Middle East,2013,166.4095,0.16,28.4,0.13,33.16,6.6,69.4,66.5,6.095586080586081,8.475328987317539,5.199999999999999,58.0,True
Syrian Arab Republic,Middle East,2012,189.3795,0.21,27.9,0.13,20.44,6.3,70.6,47.0,7.761454918032787,7.206377291472252,6.199999999999999,60.4,True
Mozambique,Africa,2000,436.473,0.65,21.6,3.5,17.71,2.2,48.9,69.75,3.8489682539682537,5.69035945432406,4.15,282.8,True
Kyrgyz Republic,Asia,2013,177.8395,6.03,26.2,0.13,5.72,10.7,70.2,89.0,7.732152173913043,6.9865664594064265,3.3,46.7,True
Kazakhstan,Asia,2013,205.077,3.8,26.2,0.13,17.04,11.6,70.6,98.5,14.648357142857142,9.236495329453033,2.45,27.6,True
Central African Republic,Africa,2007,505.4205,1.69,22.1,2.47,4.2,3.4,45.6,50.75,4.827320916905444,6.173786103901937,9.4,259.3,True
Central African Republic,Africa,2009,484.5165,1.66,22.3,2.02,4.34,3.5,46.7,48.25,4.768863188976378,6.244166900663736,9.1,249.5,True
Guyana,South America,2002,227.6695,8.47,24.9,0.94,0.74,7.8,65.8,88.75,6.254656593406594,8.292798858200374,5.800000000000001,79.6,True
Papua New Guinea,Oceania,2015,225.4075,1.36,25.5,0.41,8.11,4.3,63.5,64.0,5.471055825242718,7.893572073504902,1.3,91.2,True
Romania,European Union,2010,143.7705,10.01,26.0,0.04,20.25,10.7,73.5,94.75,12.501782608695652,8.939449862164238,3.1,22.9,False
Israel,Middle East,2003,72.394,2.58,26.4,0.08,6.69,12.2,79.6,95.25,12.270169491525424,10.215081445034222,1.1,11.0,False
Kyrgyz Republic,Asia,2011,191.338,5.95,26.0,0.14,5.51,10.6,69.6,87.75,7.503450980392157,6.919683849847411,3.25,52.2,True
Singapore,Asia,2015,50.9615,1.82,23.6,0.07,5.54,11.5,82.7,94.5,15.92546875,10.92680141715401,2.2,4.9,True
Uzbekistan,Asia,2014,143.1235,2.5,26.6,0.14,30.76,11.3,70.7,99.0,7.302219387755102,7.869019376499023,3.05,39.400000000000006,True
Malawi,Africa,2009,422.591,1.73,22.4,4.66,14.13,4.1,53.9,85.75,7.614252252252252,5.849324779946859,6.85,143.9,True
Canada,North America,2006,73.8445,8.2,26.7,0.1,32.57,12.3,80.3,72.0,11.910403225806451,10.591044134782829,0.45,11.2,False
Iraq,Middle East,2012,168.1555,0.17,28.3,0.13,31.89,6.6,69.1,67.75,5.984181494661921,8.440744019252831,5.199999999999999,59.9,True
Portugal,European Union,2005,99.147,11.97,25.8,0.19,10.5,7.5,78.1,91.75,21.553695652173914,9.863966794373844,0.6499999999999999,8.2,False
India,Asia,2006,204.132,1.35,21.1,0.14,1165.49,4.9,64.9,56.25,3.738681318681319,6.923628628138427,27.55,124.69999999999999,True
Nepal,Asia,2012,167.6235,0.26,22.0,0.17,26.99,4.0,68.4,83.75,4.858652173913043,6.674561391814426,16.5,75.0,True
Norway,Rest of Europe,2011,64.761,6.44,26.4,0.04,4.95,12.8,81.3,92.5,18.503142857142855,11.187139921684139,0.7,5.6,False
Fiji,Oceania,2004,212.551,2.05,26.6,0.04,0.82,9.3,66.2,94.25,10.419166666666667,8.425077902508432,4.05,42.2,True
Botswana,Africa,2007,438.6405,6.87,24.0,9.57,1.88,8.5,55.0,92.0,10.830629629629628,8.6328406149422,9.1,98.1,True
"Iran, Islamic Rep.",Middle East,2011,95.385,0.03,25.8,0.07,74.63,9.2,74.4,90.5,5.711676646706588,8.626406276389554,8.0,34.0,True
Benin,Africa,2002,284.7375,1.34,22.3,0.93,7.3,2.7,56.0,76.75,3.4513636363636366,6.846943139585379,9.25,212.0,True
Thailand,Asia,2000,197.392,5.81,22.9,0.66,62.95,6.1,70.6,97.0,10.01989847715736,8.165932137321585,9.55,40.7,True
Honduras,Central America and Caribbean,2006,160.6245,3.03,25.6,0.14,7.63,4.8,72.3,91.5,6.5829713114754105,7.6324011266014535,2.4,51.3,True
Netherlands,European Union,2012,62.859,9.0,25.5,0.05,16.75,12.0,81.1,93.75,13.665000000000001,10.697475048022145,0.95,7.800000000000001,False
Canada,North America,2011,67.7935,8.2,26.8,0.1,34.34,12.7,81.4,82.25,11.490423728813557,10.646329250119924,0.5,10.600000000000001,False
"Congo, Dem. Rep.",Africa,2009,287.64,3.45,21.5,0.58,62.45,5.2,56.4,71.5,3.3138248847926266,5.968707559985366,1.5,203.8,True
Hungary,European Union,2007,176.0225,12.54,26.5,0.08,10.06,11.3,73.2,96.25,25.885661764705883,9.37568530456302,1.9,12.6,False
Vanuatu,Oceania,2001,176.813,0.76,25.5,0.17,0.19,6.5,67.6,67.5,7.158421052631579,7.893572073504902,1.65,52.0,True
Nepal,Asia,2000,237.2425,0.084,20.7,0.17,23.94,2.4,62.3,64.75,3.9739112227805693,6.331501849893691,18.85,137.8,True
United States,North America,2010,104.5215,8.56,28.5,0.13,309.33,13.2,78.5,91.5,14.516875,10.877367716459647,0.6499999999999999,13.5,False
Cote d'Ivoire,Africa,2002,468.8655,4.56,22.8,3.2,17.23,3.4,49.5,61.5,5.0633423326133915,7.426549072397305,7.7,228.29999999999998,True
Antigua and Barbuda,Central America and Caribbean,2012,134.3515,8.22,26.3,0.2,0.09,9.2,76.1,95.75,15.80605882352941,9.532713684217894,3.3,16.5,True
Bangladesh,Asia,2000,170.133,0.005,20.2,0.01,127.66,4.1,65.4,75.75,2.65418096723869,6.484635235635252,12.2,149.1,True
Iraq,Middle East,2008,183.7195,0.17,27.8,0.13,28.39,6.2,68.2,70.5,5.869632587859425,8.258681496264236,5.25,67.4,True
Fiji,Oceania,2002,217.6345,2.27,26.4,0.03,0.82,9.4,66.0,92.0,10.881725,8.366835309827675,4.05,41.4,True
Comoros,Africa,2004,264.3325,0.27,23.2,0.02,0.6,2.8,59.9,72.5,3.671284722222222,7.071573364211532,7.5,169.5,True
Mexico,North America,2010,117.679,4.05,27.5,0.16,114.09,8.0,75.1,93.5,6.763160919540231,9.091556835986216,1.6,35.599999999999994,True
Uzbekistan,Asia,2003,185.611,2.92,25.1,0.05,25.57,9.5,67.9,98.5,4.218431818181818,7.237778191923443,3.3,93.4,True
Peru,South America,2003,146.326,4.59,25.3,0.19,27.37,8.4,72.2,76.25,5.972489795918367,8.169053149927343,1.3,53.9,True
Pakistan,Asia,2008,175.0925,0.036,23.2,0.13,171.65,4.4,64.7,53.5,2.372527100271003,7.122866658599083,11.9,163.7,True
Georgia,Rest of Europe,2005,175.9835,4.36,26.3,0.07,3.9,12.1,70.5,82.5,7.99925,7.754052639035757,2.8499999999999996,44.6,True
Myanmar,Asia,2009,212.388,0.88,22.0,0.36,50.25,4.0,63.1,84.0,4.124038834951456,6.717804695023691,13.25,116.8,True
Benin,Africa,2001,285.318,1.39,22.2,0.98,7.08,2.6,55.7,77.25,3.3845551601423485,6.831953565565855,9.45,217.0,True
Iceland,Rest of Europe,2007,58.3265,7.53,25.9,0.04,0.31,10.3,81.5,94.25,17.154852941176472,10.890180828508424,0.9,5.4,False
Lithuania,European Union,2003,205.7495,11.29,26.1,0.05,3.42,11.3,72.1,93.25,23.92436046511628,9.021235862885396,3.2,17.1,False
"Iran, Islamic Rep.",Middle East,2015,81.8615,0.01,26.1,0.04,78.49,9.8,75.8,89.75,5.72458041958042,8.556798446008598,8.55,28.8,True
Samoa,Oceania,2010,129.0575,2.96,31.5,0.17,0.19,10.0,71.7,55.75,7.332812499999999,8.314832179284556,0.2,35.900000000000006,True
Poland,European Union,2015,113.669,10.47,26.6,0.08,37.99,12.1,77.5,95.0,21.859423076923076,9.439784035838873,1.95,9.100000000000001,False
Grenada,Central America and Caribbean,2011,148.2515,7.68,26.5,0.4,0.11,8.4,72.8,92.25,10.367237762237762,8.996899596123358,3.8,28.6,True
Moldova,Rest of Europe,2011,186.748,8.21,26.7,0.41,2.86,11.1,70.1,94.25,12.048258064516128,7.77863014732581,2.9,31.3,True
Australia,Oceania,2011,62.175,10.3,27.0,0.05,22.34,12.5,81.9,91.5,12.953125,10.89875580959371,0.6,8.3,False
Indonesia,Asia,2014,177.417,0.09,22.9,0.17,255.13,7.8,70.5,68.5,7.068406374501992,8.076515327552329,1.2999999999999998,52.900000000000006,True
Israel,Middle East,2002,76.0535,2.79,26.3,0.08,6.57,12.1,79.5,94.0,12.266693548387096,10.221723078031365,1.1,11.600000000000001,False
Oman,Middle East,2006,108.355,0.54,25.7,0.05,2.58,7.0,74.6,98.0,9.261111111111113,9.900583339388739,6.9,23.2,True
Italy,European Union,2015,52.9595,7.14,25.6,0.06,60.73,10.2,82.5,90.5,13.239875,10.317020031722052,0.6,6.5,False
Cuba,Central America and Caribbean,2015,89.2395,4.65,25.6,0.16,11.32,11.4,78.6,99.0,16.22536363636364,8.94832604627298,3.4,10.2,True
Lesotho,Africa,2009,558.8015,2.92,24.6,13.42,1.99,5.9,44.1,88.0,7.490636729222521,6.855408798609928,7.5,177.8,True
Gabon,Africa,2007,305.7035,8.65,24.5,2.26,1.47,7.2,59.2,74.5,6.6169588744588745,8.895903562215581,6.85,114.4,True
Kyrgyz Republic,Asia,2005,222.2305,6.52,25.2,0.1,5.16,10.2,68.0,89.5,6.331353276353276,6.71174039505618,3.4,73.30000000000001,True
Mali,Africa,2009,287.6995,0.57,22.5,0.56,14.58,1.9,54.8,71.25,3.6052568922305768,6.576469569048224,8.9,213.89999999999998,True
Senegal,Africa,2001,250.9235,0.24,22.2,0.67,10.04,2.3,58.2,55.25,3.790385196374622,6.99117688712121,12.1,188.10000000000002,True
Cambodia,Asia,2011,190.6065,2.4,21.7,0.13,14.54,4.4,67.0,79.75,5.354115168539326,6.846943139585379,11.1,75.1,True
Libya,Africa,2009,133.9065,0.014,27.5,0.09,6.13,7.1,72.1,97.75,8.317173913043478,9.474702639106347,5.5,32.7,True
Tajikistan,Asia,2000,178.7895,0.81,24.1,0.01,6.22,10.6,62.0,70.0,2.6062609329446067,6.075346031088684,4.15,151.2,True
Lao PDR,Asia,2011,212.1825,6.3,22.3,0.17,6.35,4.8,64.8,75.0,4.185059171597633,7.431299675155903,9.3,114.8,True
Japan,Asia,2008,64.0215,7.06,22.6,0.17,128.06,11.4,82.6,89.25,18.291857142857143,10.421060362759361,1.65,5.9,False
Togo,Africa,2011,291.222,1.12,23.2,0.97,6.6,4.4,58.1,79.75,5.047175043327556,6.218600119691729,7.05,142.9,True
Albania,Rest of Europe,2004,85.3885,4.42,25.5,0.02,3.03,9.1,75.0,97.5,4.248184079601989,7.833203948641057,1.85,40.6,True
Cabo Verde,Africa,2006,137.01,4.36,23.9,0.3,0.47,4.5,70.6,96.0,5.61516393442623,7.851661177889265,8.3,51.3,True
Burundi,Africa,2013,302.3265,3.98,21.5,0.34,9.54,2.8,59.1,84.75,5.847707930367505,5.786897381366708,7.4,126.2,True
Burundi,Africa,2002,356.206,6.51,20.8,1.23,6.7,2.0,50.8,74.75,3.9622469410456063,5.7430031878094825,8.7,232.70000000000002,True
Seychelles,Africa,2010,155.754,5.54,26.2,3.5,0.09,8.1,73.2,98.75,11.889618320610687,9.420358156071465,6.0,26.2,True
Kenya,Africa,2014,228.7625,1.45,23.2,1.36,46.7,6.3,64.1,76.25,6.116644385026738,7.266128779556451,7.75,87.0,True
Peru,South America,2015,124.07,5.68,26.5,0.13,30.47,9.1,75.8,82.75,9.399242424242424,8.737131611781498,1.1,27.9,True
Iraq,Middle East,2011,172.0465,0.18,28.1,0.13,30.73,6.6,68.8,78.75,5.953166089965398,8.347353412124338,5.199999999999999,61.699999999999996,True
Vanuatu,Oceania,2015,131.2085,1.42,26.1,0.17,0.27,6.8,69.9,68.25,5.333678861788617,7.89989532313973,1.45,51.8,True
Equatorial Guinea,Africa,2008,334.523,7.71,23.4,4.23,0.86,5.4,55.1,52.25,3.9125497076023397,9.70747266861017,9.3,204.2,True
Azerbaijan,Asia,2000,169.5265,0.66,25.6,0.12,8.05,10.6,66.8,66.75,2.7387156704361875,7.301147805856032,3.1500000000000004,135.3,True
Georgia,Rest of Europe,2006,178.319,5.69,26.4,0.08,3.88,12.1,70.6,87.25,8.915949999999999,7.84971375760487,2.8,40.3,True
Belgium,European Union,2004,89.671,12.05,25.7,0.08,10.42,10.5,78.9,83.25,17.244423076923077,10.539058584958477,0.8,9.3,False
Antigua and Barbuda,Central America and Caribbean,2008,141.2655,8.41,25.9,0.1,0.09,9.3,75.5,94.75,13.849558823529414,9.785379464055799,3.3499999999999996,20.299999999999997,True
Eritrea,Africa,2009,297.051,0.85,20.5,0.28,3.12,3.8,61.6,91.75,7.209975728155339,6.478509642208569,8.95,97.30000000000001,True
Chad,Africa,2011,376.7435,0.6,21.7,0.56,12.36,2.0,51.4,42.5,4.522731092436975,6.553933404025811,9.149999999999999,226.0,True
Panama,Central America and Caribbean,2014,116.233,6.3,26.8,0.4,3.9,9.9,77.6,82.5,7.21944099378882,9.481435640823564,1.85,32.7,True
Honduras,Central America and Caribbean,2011,152.2485,2.71,26.2,0.08,8.48,5.6,73.6,93.5,7.57455223880597,7.6783263565068856,2.2,41.5,True
"Yemen, Rep.",Middle East,2009,238.1945,0.028,23.2,0.03,22.52,2.5,65.3,80.75,5.025200421940928,7.8632667240095735,13.75,106.5,True
Guatemala,Central America and Caribbean,2001,204.092,2.41,25.1,0.4,11.87,3.8,68.3,81.25,5.039308641975309,8.068716192714781,1.5,89.6,True
"Yemen, Rep.",Middle East,2002,249.828,0.07,22.5,0.02,18.44,1.5,61.8,63.75,3.9157993730407528,7.794823152179389,14.0,148.5,True
Ecuador,South America,2005,146.204,3.9,25.9,0.18,13.83,7.3,74.1,92.0,6.995406698564594,8.495765244002618,1.35,43.4,True
Cyprus,European Union,2007,61.604,11.58,26.7,0.05,1.06,11.2,78.9,95.0,14.326511627906978,10.209353295421538,0.95,7.199999999999999,False
Haiti,Central America and Caribbean,2013,249.5855,2.85,25.0,0.76,10.4,5.0,61.7,70.75,4.433134991119005,7.221105098182496,3.9,129.0,True
Albania,Rest of Europe,2009,81.5235,5.79,26.0,0.03,2.93,9.3,76.2,98.0,5.864999999999999,8.141189793457691,1.55,27.4,True
Thailand,Asia,2009,163.0875,6.74,23.7,0.25,66.87,7.5,73.8,96.75,12.355113636363637,8.481980435660493,8.4,26.4,True
Thailand,Asia,2006,174.1335,6.1,23.4,0.33,65.81,7.0,72.5,96.5,11.53201986754967,8.434897948689407,8.8,30.5,True
Mexico,North America,2001,127.9115,5.02,26.8,0.15,100.3,6.8,74.7,97.5,5.374432773109244,9.071537969095724,1.9,49.900000000000006,True
Somalia,Africa,2005,340.636,0.0,22.5,0.13,10.45,2.1,52.3,44.0,3.2318406072106263,5.420534999272286,7.4,277.0,True
Bosnia and Herzegovina,Rest of Europe,2006,108.5945,4.72,25.1,0.08,3.77,7.4,75.3,90.25,12.775823529411765,8.213923595622743,2.8499999999999996,16.1,True
Rwanda,Africa,2005,340.5175,9.25,21.3,2.07,8.84,2.8,55.3,93.0,5.120563909774436,6.126869184114185,6.9,170.9,True
Switzerland,Rest of Europe,2003,70.293,10.82,24.9,0.1,7.34,11.8,80.5,86.75,12.780545454545456,11.20581589485235,0.55,9.8,False
Paraguay,South America,2005,160.709,5.51,25.5,0.17,5.82,7.3,71.7,78.75,6.181115384615385,8.274866820685254,2.25,55.0,True
Moldova,Rest of Europe,2002,236.105,5.84,26.0,0.28,2.91,9.6,67.4,96.5,10.401101321585903,7.338888133838879,3.5,47.5,True
Belize,Central America and Caribbean,2006,184.704,6.28,28.0,1.05,0.29,10.3,70.3,96.5,9.93032258064516,8.496786381638575,3.55,38.2,True
"Congo, Rep.",Africa,2008,331.725,1.3,22.7,2.07,4.01,6.0,58.5,73.25,6.925365344467641,7.651595573857601,8.2,115.9,True
Central African Republic,Africa,2000,531.4845,1.68,21.5,4.38,3.64,2.9,44.2,46.0,4.7924661857529305,6.133398042996649,1.5,278.8,True
Czechia,European Union,2005,112.1435,13.66,26.6,0.08,10.21,11.9,75.9,97.5,24.379021739130437,9.61440449916872,2.1,8.0,False
Cambodia,Asia,2015,175.654,3.34,22.1,0.1,15.52,4.7,68.6,82.75,6.206855123674911,7.059617628291383,1.9,59.1,True
Vietnam,Asia,2005,135.885,1.19,20.4,0.24,83.83,6.4,74.1,87.0,6.501674641148325,7.351158226430694,15.65,44.8,True
Slovak Republic,European Union,2001,146.314,11.12,25.5,0.01,5.38,10.1,73.4,98.5,16.439775280898875,9.129455643235719,1.55,17.3,False
Georgia,Rest of Europe,2012,164.177,7.23,27.1,0.13,3.73,12.5,72.1,89.0,13.913305084745762,8.188133414510478,2.7,22.9,True
Hungary,European Union,2015,131.7765,10.95,27.2,0.08,9.84,11.8,75.6,96.25,25.341634615384613,9.45108805723875,1.6,9.3,False
Brunei Darussalam,Asia,2013,90.6615,0.69,26.8,0.1,0.4,8.9,75.1,97.0,9.644840425531916,10.402017898207967,5.5,18.6,True
Sierra Leone,Africa,2009,432.5825,3.98,22.6,1.17,6.27,3.0,48.5,77.25,3.876187275985663,6.255750041753367,8.45,278.29999999999995,True
Guinea-Bissau,Africa,2012,281.847,3.0,23.2,2.03,1.6,2.8,55.6,81.25,4.1570353982300885,6.3818160174060985,7.6,171.0,True
Luxembourg,European Union,2010,74.016,11.84,26.1,0.1,0.51,11.8,80.6,93.75,22.429090909090913,11.57632271010002,0.9,5.1,False
Costa Rica,Central America and Caribbean,2013,88.8035,3.02,27.1,0.19,4.74,8.5,79.2,94.0,9.652554347826088,9.313889247604742,1.7,17.799999999999997,True
Russian Federation,Rest of Europe,2009,254.149,11.25,26.1,0.08,142.79,11.5,68.7,97.75,26.47385416666667,9.033961124637857,2.4,19.299999999999997,True
Timor-Leste,Oceania,2011,160.701,0.44,20.8,0.08,1.11,4.5,67.5,66.0,3.1885119047619046,7.118826249062078,11.350000000000001,108.19999999999999,True
Philippines,Asia,2013,202.9915,4.61,22.9,0.07,98.87,9.1,70.3,79.25,8.152269076305222,7.916078096302786,5.35,54.4,True
Mauritania,Africa,2007,218.0,0.022,24.4,0.28,3.2,3.5,61.8,72.0,3.303030303030303,7.32052696227274,9.25,168.7,True
Bulgaria,European Union,2011,139.9065,9.88,26.1,0.03,7.35,10.7,74.2,95.0,14.423350515463918,8.795733605950735,2.0,19.1,False
Greece,European Union,2005,79.077,9.15,26.9,0.05,10.99,9.8,79.2,90.5,15.8154,10.007261810752583,0.75,8.6,False
Angola,Africa,2005,318.546,3.49,22.3,1.49,19.43,4.4,50.2,45.75,3.1260647693817467,7.786551806428712,5.45,267.0,True
Ireland,European Union,2014,62.447,10.88,27.3,0.07,4.66,12.3,81.3,93.25,14.522558139534885,10.819998260213833,0.25,7.1,False
Vietnam,Asia,2012,128.8585,2.57,21.3,0.14,89.8,7.8,75.0,89.0,6.817910052910053,7.704361167910313,14.7,40.3,True
"Micronesia, Fed. Sts.",Oceania,2013,167.636,1.6,29.5,0.17,0.11,8.0,67.0,77.5,6.302105263157895,7.980707820869669,0.2,56.3,True
Guyana,South America,2013,212.365,5.72,26.1,0.58,0.76,8.3,68.8,97.25,7.126342281879195,8.613593685702552,5.4,63.8,True
Iceland,Rest of Europe,2010,53.441,6.79,26.0,0.05,0.32,10.6,81.9,93.0,16.7003125,10.783010560218068,0.9,4.9,False
Italy,European Union,2011,56.2325,6.98,25.7,0.08,59.38,9.8,82.2,92.75,13.07732558139535,10.380652974809484,0.5,7.199999999999999,False
Rwanda,Africa,2014,209.3335,6.5,21.9,0.66,11.08,4.0,66.9,95.25,5.703910081743868,6.5638555265321274,5.8,85.4,True
"Congo, Dem. Rep.",Africa,2007,297.835,2.91,21.3,0.68,58.45,4.8,55.1,69.0,3.258588621444201,5.945420608606575,6.5,217.10000000000002,True
Zimbabwe,Africa,2006,653.918,2.35,23.5,8.78,12.16,6.8,43.9,68.25,12.020551470588236,6.9957661563048505,8.6,148.4,True
India,Asia,2005,207.188,1.25,21.0,0.16,1147.61,4.8,64.5,61.0,3.6541093474426805,6.86171134048073,27.65,130.10000000000002,True
Denmark,European Union,2006,92.1215,11.02,25.2,0.04,5.44,12.8,78.1,91.25,18.4243,10.890944791838075,1.05,8.8,False
Kuwait,Middle East,2008,74.978,0.032,28.9,0.13,2.66,6.5,74.0,95.75,7.209423076923076,10.591069274623191,3.2,20.3,True
Honduras,Central America and Caribbean,2013,149.23,2.7,26.4,0.07,8.8,5.8,74.1,94.0,7.980213903743315,7.709308333385869,2.1500000000000004,38.4,True
Liberia,Africa,2004,319.556,4.25,23.3,3.5,3.14,3.7,54.4,50.0,3.2541344195519346,6.293419278846481,8.5,237.0,True
Singapore,Asia,2008,62.236,1.69,23.5,0.12,4.84,10.5,80.8,96.75,18.85939393939394,10.705556400319987,2.1,5.1,True
Azerbaijan,Asia,2008,139.7585,1.12,26.2,0.12,8.76,10.2,70.2,78.25,3.697314814814815,8.454040376410969,2.8499999999999996,79.5,True
Burkina Faso,Africa,2011,276.3855,5.32,21.9,0.28,16.08,1.4,57.8,75.0,4.106768202080238,6.403574197934815,8.600000000000001,183.2,True
Liberia,Africa,2003,332.2065,4.23,23.2,3.5,3.08,3.7,53.6,51.5,3.15485754985755,6.285998094508865,8.7,255.60000000000002,True
Gabon,Africa,2008,295.939,8.31,24.6,2.15,1.52,7.3,59.9,77.25,6.591069042316259,8.831565879121063,6.699999999999999,110.6,True
Vietnam,Asia,2014,125.984,2.78,21.6,0.12,91.71,7.8,75.1,87.75,6.7733333333333325,7.79934339821592,14.5,39.6,True
Kuwait,Middle East,2009,71.642,0.1,29.0,0.13,2.82,6.6,74.2,97.75,7.023725490196078,10.457401400981889,3.25,19.9,True
Trinidad and Tobago,Central America and Caribbean,2014,169.9695,5.9,27.4,0.4,1.36,10.8,72.8,92.75,9.04093085106383,9.807417083785394,5.9,37.7,True
El Salvador,Central America and Caribbean,2012,190.07,2.41,27.3,0.2,6.24,6.7,71.7,93.0,11.8055900621118,8.169053149927343,1.6,32.7,True
Singapore,Asia,2009,60.491,1.73,23.5,0.12,4.99,10.5,81.2,96.25,18.330606060606062,10.676692825266652,2.1,5.1,True
Uganda,Africa,2008,384.1585,11.37,21.8,3.44,30.43,5.2,55.0,68.75,6.921774774774775,6.587550014824796,6.2,141.3,True
Hungary,European Union,2010,156.927,10.7,26.8,0.08,10.0,11.9,74.2,96.25,25.725737704918032,9.333884558067638,1.8,11.1,False
"Iran, Islamic Rep.",Middle East,2012,86.748,0.02,25.9,0.05,75.54,9.5,74.8,90.25,5.42175,8.57602797713713,8.1,32.5,True
Albania,Rest of Europe,2012,79.762,4.43,26.3,0.03,2.9,9.6,77.3,99.0,7.251090909090909,8.226038429485484,1.35,21.2,True
